url,commit_message,num_files_changed,num_lines_changed,num_lines_per_file,gunning_fog_approx,num_chars,num_words,closes_issue,num_sentences,words_per_sentence,chars_per_word,rank_message_length,rank_message_readability,rank_commit_size,rank_commit_overall
https://api.github.com/repos/CocoaPods/CocoaPods/commits/56606853e9889d1e276e36da36aff962be7dce33,Build the BananaLib XCFramework.  include it in the example project.  and update the ArchiveAndValidate script to inspect the results,165,2529,15.32727273,15.16491228,134,19,FALSE,3,6.333333333,7.052631579,3,4,1,3
https://api.github.com/repos/rails/rails/commits/10649e6e480d437f4393ff224e593bc27ca9589b,Merge pull request #40386 from ojab/fixup_redis_cache_store_delete_matched. Remove keys from local_cache in RedisCacheStore#delete_matched,3,30,10,16.74545455,139,11,TRUE,2,6,12.63636364,3,3,2,4
https://api.github.com/repos/ruby/ruby/commits/ff2276ef8cd6285d657cd15801bc5768e93f73d6,Fix bootstrap-test error in previous commit,2,4,2,9.066666667,44,6,TRUE,1,6,7.333333333,5,5,5,5
https://api.github.com/repos/ruby/ruby/commits/cffdacb15a363321e1c1879aa7d94924acafd1cf,Ignore <internal: entries from core library methods for Kernel#warn(message.  uplevel: n). * Fixes [Bug #17259],5,95,19,10.96410256,112,13,TRUE,3,5,8.615384615,4,4,2,4
https://api.github.com/repos/gatsbyjs/gatsby/commits/628d86696d4206ecf1892826d4690028b84d6446,chore(gatsby-remark-autolink-headers): add styling instructions (#27199). Co-authored-by: Ward Peeters <ward@coding-tech. com>. Co-authored-by: Lennart <lekoarts@gmail. com>. Co-authored-by: gatsbybot <mathews. kyle+gatsbybot@gmail. com>,1,14,14,18.67777778,238,18,FALSE,8,2.375,13.22222222,2,2,5,3
https://api.github.com/repos/jquery/jquery/commits/a4421101fd6d9d7b0550210f8e8690641733dd9a,Attributes: Drop the `toggleClass(boolean|undefined)` signature. The behavior of this signature is not intuitive.  especially if classes are. manipulated via other ways between `toggleClass` calls. Fixes gh-3388. Closes gh-4766,2,77,38.5,14.72380952,228,28,TRUE,6,4.666666667,8.142857143,2,2,2,3
https://api.github.com/repos/microsoft/TypeScript/commits/0847d85a4c583ac16d6d63755145432391ad9bf6,Fix dependency order and observer registration,3,28,9.333333333,22.4,47,6,TRUE,1,6,7.833333333,5,5,3,5
https://api.github.com/repos/apache/hadoop/commits/e7aa4da0a26988fcf5880311067e62a15e05fc1e,HDFS-15459.  TestBlockTokenWithDFSStriped fails intermittently.  Contributed by Ahmed Hussein.,1,2,2,15.8,96,8,FALSE,4,2,12,5,3,5,4
https://api.github.com/repos/python/cpython/commits/95f710c55714153f0c8cce48f8215bb3d866ac1d,bpo-6761: Enhance __call__ documentation (GH-7987),1,2,2,10,51,5,FALSE,1,5,10.2,4,5,5,5
https://api.github.com/repos/WordPress/WordPress/commits/a6db16fad0f9a50b59f74da66a2761460dda69dc,Upgrade/Install: Adjust a string in `core_auto_updates_settings()` for consistency. Props audrasjb.  desrosj. See #50907. Built from https://develop. svn. wordpress. org/trunk@49345. git-svn-id: http://core. svn. wordpress. org/trunk@49105 1a063a9b-81f0-0310-95a4-ce76da25c4cd,2,4,2,9.133333333,277,24,FALSE,12,2.083333333,11.54166667,2,2,5,3
https://api.github.com/repos/WordPress/WordPress/commits/14558efa83abf567af12cb2c4391770df273bf91,PHPCS fixes after [49347]. See #51098. Built from https://develop. svn. wordpress. org/trunk@49349. git-svn-id: http://core. svn. wordpress. org/trunk@49109 1a063a9b-81f0-0310-95a4-ce76da25c4cd,2,20,10,5.64,194,16,TRUE,10,1.8,12.125,3,2,4,4
https://api.github.com/repos/golang/go/commits/150d2448e5a213cd679396371c0a147918dc2125,cmd/compile. cmd/internal/obj/riscv. runtime: use Duff's devices on riscv64. Implement runtime. duffzero and runtime. duffcopy for riscv64. Use obj. ADUFFZERO/obj. ADUFFCOPY for medium size.  word aligned. zeroing/moving. Change-Id: I42ec622055630c94cb77e286d8d33dbe7c9f846c. Reviewed-on: https://go-review. googlesource. com/c/go/+/237797. Run-TryBot: Cherry Zhang <cherryyz@google. com>. Reviewed-by: Joel Sing <joel@sing. id. au>. Reviewed-by: Cherry Zhang <cherryyz@google. com>,9,1080,120,14.20606061,483,48,FALSE,22,2.181818182,10.0625,1,1,1,1
https://api.github.com/repos/facebook/react/commits/75726fadfd4ab063390805bf5baab966c8523d2c,DevTools fix props editing for host components (#20055),2,52,26,8.514285714,56,7,TRUE,1,8,8,5,4,4,5
https://api.github.com/repos/Alamofire/Alamofire/commits/23b239a5590272ab22119f82c0dd55c51cda05e4,Temporarily disable redirect tests due to HTTPBin issue (#3244). * Disable redirect tests due to HTTPBin issue. * Formatting.,4,411,102.75,16.6,127,16,FALSE,4,4.75,7.9375,3,4,4,4
https://api.github.com/repos/apache/hadoop/commits/6a9ceedfb3ee7c2f66a44083fb8e68cca508e207,HADOOP-17175.  [JDK 11] Fix javadoc errors in hadoop-common module.  (#2397),12,161,13.41666667,16.06666667,77,8,TRUE,3,3.333333333,9.625,4,2,4,4
https://api.github.com/repos/torvalds/linux/commits/8c2ab803e565f994b897573f6f2f6520eef41159,"Merge tag 'orphan-handling-v5. 10-rc2' of git://git. kernel. org/pub/scm/linux/kernel/git/kees/linux. Pull orphan section fixes from Kees Cook:.  ""A couple corner cases were found from the link-time orphan section.   handling series:.    - arm: handle . ARM. exidx and . ARM. extab sections (Nathan Chancellor).    - x86: collect . ctors. * with . ctors (Kees Cook)"". * tag 'orphan-handling-v5. 10-rc2' of git://git. kernel. org/pub/scm/linux/kernel/git/kees/linux:.   arm/build: Always handle . ARM. exidx and . ARM. extab sections.   vmlinux. lds. h: Keep . ctors. * with . ctors",2,5,2.5,4.40683112,586,68,TRUE,31,2.612903226,8.617647059,1,1,1,2
https://api.github.com/repos/CocoaPods/CocoaPods/commits/62bb0d7298eb7ebd70347aab30ac3883b28a3b73,Release 1. 10. 0,3,14,4.666666667,40.13333333,17,1,FALSE,3,1.333333333,17,2,4,2,3
https://api.github.com/repos/microsoft/TypeScript/commits/269113b3dd64aebb3e5b4d0fb9448d503aa242c6,LEGO: check in for master to temporary branch.,1,9,9,6.6,48,8,FALSE,2,4,6,5,5,3,4
https://api.github.com/repos/jimweirich/builder/commits/0b1355e08ccd4d5911d30bfa0f970f9fd7ef87cb,Fix rdoc issue with 'encoding ::',1,16,16,2,34,5,TRUE,1,6,6.8,4,4,3,5
https://api.github.com/repos/WordPress/WordPress/commits/a33d6305d1c21e2bbfe2507eaf1bc99f4919261f,Twenty Twenty: Correct some textdomains in block patterns. Props justinahinon. Fixes #51648.  See #51098. Built from https://develop. svn. wordpress. org/trunk@49352. git-svn-id: http://core. svn. wordpress. org/trunk@49112 1a063a9b-81f0-0310-95a4-ce76da25c4cd,2,8,4,7.466666667,261,24,TRUE,12,2.166666667,10.875,2,3,2,3
https://api.github.com/repos/microsoft/TypeScript/commits/3517af8f80460ab28c49eeccddaa95db5654c730,Make 'getIndentString' just use a loop.  (#41221). * Make 'getIndentString' just use a loop. * Added test. * Accepted baselines.,5,53,10.6,8.566666667,130,16,FALSE,6,3.333333333,8.125,3,3,4,3
https://api.github.com/repos/vercel/next.js/commits/118ab7992bc8f7a7e5a7bb996510d9b56ffe4f68,v10. 0. 0,15,40,2.666666667,0.133333333,10,1,FALSE,3,1,10,1,5,4,3
https://api.github.com/repos/vercel/next.js/commits/44fe971e6b3ba240ecd8f2d2d92025d831bc609d,Update image optimization docs to include blog details (#18401). This PR documents some details that are mentioned in the blog post https://nextjs. org/blog/next-10,1,12,12,12.02424242,165,22,FALSE,3,7.666666667,7.5,3,5,2,3
https://api.github.com/repos/angular/angular/commits/540f02b6ad7186ee753a6d8ebecbaad6421942fb,docs: add install Firebase CLI step before using its commands (#39079). PR Close #39079,1,1,1,9.066666667,88,12,FALSE,2,7,7.333333333,4,4,2,3
https://api.github.com/repos/bitcoin/bitcoin/commits/0672522aedd3760c30b8740c7e9487f00bf9dfeb,[move-only.  test]: Match test order with run order,1,60,60,6.6,52,8,FALSE,2,4,6.5,4,5,3,4
https://api.github.com/repos/bitcoin/bitcoin/commits/a193f969eef4a0e656d26bb7e7bba1c04d90b777,qt: Pre-splitoff translations update,89,13402,150.5842697,31.6,37,4,FALSE,1,4,9.25,2,4,1,2
https://api.github.com/repos/bitcoin/bitcoin/commits/0f86e7f1285c6de697d144a0e68bbd67f4900e19,Merge #20157: Bugfix: chainparams: Add missing (always enabled) Taproot deployment for Signet. 2d5793c0161902730cde384dbdf3e3ba3e55c9e0 Bugfix: chainparams: Add missing (disabled) Taproot deployment for Signet (Luke Dashjr). Pull request description:.   Is there a way we can trigger compiler warnings if a deployment is undefined?. ACKs for top commit:.   decryp2kanon:.     utACK 2d5793c0161902730cde384dbdf3e3ba3e55c9e0.   MarcoFalke:.     review ACK 2d5793c0161902730cde384dbdf3e3ba3e55c9e0. Tree-SHA512: 135cefae0f8dc552b0f682c2b87cabca7a4716290a36410a55968850e803a5049234e3cc597c8ef8d7917ae5d5ea3fb851e160df171b6793114c6bc01c5ea3e7,1,5,5,14.1954717,638,53,TRUE,10,5.4,12.03773585,1,1,1,2
https://api.github.com/repos/vercel/next.js/commits/4026d9bea0b278e54eed065d26527c6e5843e116,Remove unstable_ prefix from unstable_redirect (#18282),5,45,9,26,56,5,TRUE,1,6,11.2,4,4,4,5
https://api.github.com/repos/WordPress/WordPress/commits/1aafbf6c6fbb0ef6f442009ef2e4888077de81d3,Cron API: Improve the inline documentation for the args passed to the cron event scheduling functions. Props chadreitsma.  peterwilsoncc. Fixes #51605. Built from https://develop. svn. wordpress. org/trunk@49357. git-svn-id: http://core. svn. wordpress. org/trunk@49117 1a063a9b-81f0-0310-95a4-ce76da25c4cd,2,27,13.5,8.566666667,307,32,TRUE,12,2.75,9.59375,3,2,3,4
https://api.github.com/repos/torvalds/linux/commits/194810f78402128fe07676646cf9027fd3ed431c,dt-bindings: leds: Update devicetree documents for ID_RGB. Update the leds/common. yaml to indicate that the max color ID is 9. Reflect the same change in the leds-class-multicolor. yaml. Reported-by: Zhen Lei <thunder. leizhen@huawei. com>. Signed-off-by: Dan Murphy <dmurphy@ti. com>. Link: https://lore. kernel. org/r/20201016115703. 30184-1-dmurphy@ti. com. Signed-off-by: Rob Herring <robh@kernel. org>,2,11,5.5,9.316206483,408,49,FALSE,17,2.941176471,8.326530612,1,2,2,2
https://api.github.com/repos/jimweirich/builder/commits/3aa417fe8b3d10bf57ad4311f0ab48029e17798f,Merge pull request #38 from benlovell/typo-oh-no. Fixed a bunch of typos,1,10,10,6,73,10,TRUE,2,5.5,7.3,5,5,2,5
https://api.github.com/repos/jupyter/notebook/commits/08f8ccd1f8be25bda83fc50a8cbd3ca07ab57d54,Add log_json=True test for log_request. Basic test just to make sure log_request handles log_json=True. properly.,1,40,40,12.16666667,115,15,FALSE,4,3.75,7.666666667,4,4,4,4
https://api.github.com/repos/python/cpython/commits/3cde3788b68bce7deee1e6d31e265bbfce337731,bpo-39108: Document threading issues for random. gauss() (GH-22928),1,7,7,6.6,68,8,FALSE,2,4,8.5,4,5,2,4
https://api.github.com/repos/golang/go/commits/40d1ec588f492f63637b59e933d6c682d66659a4,cmd/dist: use GOOS=ios for iOS simulator test. Updates #42100. Change-Id: Ib59432bea99a9dd6e25fbd759b31e423dc250f42. Reviewed-on: https://go-review. googlesource. com/c/go/+/265197. Trust: Cherry Zhang <cherryyz@google. com>. Run-TryBot: Cherry Zhang <cherryyz@google. com>. TryBot-Result: Go Bot <gobot@golang. org>. Reviewed-by: Ian Lance Taylor <iant@golang. org>,1,9,9,13.57142857,367,35,FALSE,14,2.571428571,10.48571429,1,1,2,1
https://api.github.com/repos/Homebrew/brew/commits/de8f487b8476756fed684cae4f1d721e5ba4748d,Merge pull request #8985 from issyl0/rm-infrakit-from-prerelease-allowlist. Remove `infrakit` from `GITHUB_PRERELEASE_ALLOWLIST` as it's deprecated,1,1,1,15.73333333,148,12,FALSE,2,6.5,12.33333333,3,3,3,3
https://api.github.com/repos/bitcoin/bitcoin/commits/67d4643a1a763b893ee69f6bbbf59ef1f2cb0d51,"Merge #20152: doc: Update wallet files in files. md. defe48a51f4315f8cc607875a099981593c8cc39 doc: Update wallet files in files. md (Hennadii Stepanov). Pull request description:.   This PR is a #19077 follow up.  and it addresses the [comment](https://github. com/bitcoin/bitcoin/pull/19077#discussion_r504805234):.   > If need to update.  there are two corrections that could be made:.   >.   >  * Line 69 ""Wallets are Berkeley DB (BDB) databases"" is no longer true.   >.   >  * Line 76 ""Wallet lock file"" should say ""BDB wallet lock file"". ACKs for top commit:.   RiccardoMasutti:.     ACK defe48a.   meshcollider:.     ACK defe48a51f4315f8cc607875a099981593c8cc39. Tree-SHA512: 39939f86a9c7842bf06913998305dcbd6209585f1da0fe9c274bac0572eb8464e59176884dd9e2b91312f34efad40cdeb4085ec72c2a2c1b33d16b6ab505140c",1,36,36,9.252307692,819,78,FALSE,20,4.45,10.5,1,2,3,2
https://api.github.com/repos/gatsbyjs/gatsby/commits/db0f3bb0bc6b022352a78ac97578c7b9b16e24ac,chore(release): Publish.  - gatsby-admin@0. 1. 177.  - gatsby-plugin-manifest@2. 4. 36.  - gatsby@2. 24. 89,6,24,4,24.2,108,5,FALSE,10,1.4,21.6,3,2,2,2
https://api.github.com/repos/WordPress/WordPress/commits/7636806a523a53e0521d65a7622a966b859627f2,Media: Fix styling for MediaElement player in media modal. Fixes #43640. Built from https://develop. svn. wordpress. org/trunk@49343. git-svn-id: http://core. svn. wordpress. org/trunk@49103 1a063a9b-81f0-0310-95a4-ce76da25c4cd,5,14,2.8,6.334545455,228,22,TRUE,10,2.3,10.36363636,2,4,3,4
https://api.github.com/repos/gatsbyjs/gatsby/commits/1aa9115aecf0fab351e452faa2fc0d1237402016,chore(docs): Update wording on graphql doc (#27575). Co-authored-by: gatsbybot <mathews. kyle+gatsbybot@gmail. com>,1,7,7,12.00909091,116,11,FALSE,4,3,10.54545455,3,5,5,4.333333333
https://api.github.com/repos/python/cpython/commits/8e3b9f92835654943bb59d9658bb52e1b0f40a22,bpo-42161: Add _PyLong_GetZero() and _PyLong_GetOne() (GH-22993). Add _PyLong_GetZero() and _PyLong_GetOne() functions and a new. internal pycore_long. h header file. Python cannot be built without small integer singletons anymore.,6,92,15.33333333,14.72380952,233,28,FALSE,6,4.666666667,8.321428571,2,3,2,2.333333333
https://api.github.com/repos/facebook/react/commits/f668b6c351c2654fef43e5f1ec24fd72a899d219,Bump to latest eslint-config-fbjs (#20029). * bump package to latest. * update files to respect lint. * disable object-type-delimiter rule to work with prettier. * disable rule to let flow check pass,5,191,38.2,11.04888889,200,27,FALSE,5,6.4,7.407407407,3,5,1,3
https://api.github.com/repos/bitcoin/bitcoin/commits/d67883d01e507dd22d1281f4a4860e79d6a46a47,"Merge bitcoin-core/gui#43: bugfix: Call setWalletActionsEnabled(true) only for the first wallet. 20c9e035543892e322c7134e89eb33115678bb30 gui: Call setWalletActionsEnabled(true) only for the first wallet (Hennadii Stepanov). Pull request description:.   On master (a78742830aa35bf57bcb0a4730977a1e5a1876bc) there is a bug:.   - open an encrypted wallet; please note that the ""Encrypt Wallet. "" menu item is disabled that is expected:.   ![Screenshot from 2020-08-03 12-38-37](https://user-images. githubusercontent. com/32963518/89169084-70060c80-d586-11ea-86b9-05ef38d08f41. png).   - then open any other wallet; note that the ""Encrypt Wallet. "" menu item gets enabled that is wrong:.   ![Screenshot from 2020-08-03 12-42-36](https://user-images. githubusercontent. com/32963518/89169385-d68b2a80-d586-11ea-9813-a533a847e098. png).   This PR fixes this bug. ACKs for top commit:.   jonasschnelli:.     Tested ACK 20c9e035543892e322c7134e89eb33115678bb30 - I could reproduce the issue on master and have verify that this PR fixes it.   achow101:.     ACK 20c9e035543892e322c7134e89eb33115678bb30. Tree-SHA512: 2c9ab94bde8c4f413b0a95c05bf3a1a29f5910e0f99d6639a11dd77758c78af25b060b3fecd78117066ef15b113feb79870bc1347cc04289da915c00623e5787",1,9,9,9.185770751,1245,110,TRUE,23,5.086956522,11.31818182,1,1,5,3.333333333
https://api.github.com/repos/twbs/bootstrap/commits/594efec0f1e81cce7d315eecb9c47cc1e3cff543,Don't wrap the code snippets in our docs (#31679). Co-authored-by: XhmikosR <xhmikosr@gmail. com>,1,2,2,8.266666667,98,12,FALSE,3,4.333333333,8.166666667,4,5,5,4.666666667
https://api.github.com/repos/fastai/fastai/commits/db1833fdad31843747700bfc3a9c7d89a3bb4554,fix CSVLogger to not erase on get_preds() (#2862),2,4,2,8.514285714,50,7,TRUE,1,8,7.142857143,5,5,4,5
https://api.github.com/repos/CocoaPods/CocoaPods/commits/3fd7346c1598d978d92d31c7e8bd79b7eef8f70b,Merge remote-tracking branch 'origin/master' into cs_podOutdatedIgnorePrerelease,73,873,11.95890411,22.4,81,6,FALSE,1,6,13.5,5,4,1,3.333333333
https://api.github.com/repos/gatsbyjs/gatsby/commits/ed31b3583f6f94797697f04b2c887e697c658507,Clean up How Queries Work (#24256). * Clean up How Queries Work. * Update docs/docs/query-behind-the-scenes. md. Co-authored-by: Marcy Sutton <marcy@gatsbyjs. com>. * Update docs/docs/query-behind-the-scenes. md. Co-authored-by: Aisha Blake <aisha. g. blake@gmail. com>. * Update docs/docs/query-behind-the-scenes. md. Co-authored-by: Marcy Sutton <marcy@gatsbyjs. com>. * Update docs/docs/query-behind-the-scenes. md. * Update docs/docs/query-behind-the-scenes. md. * fix: remove trailing whitespace. Co-authored-by: Megan Sullivan <megan@gatsbyjs. com>. Co-authored-by: Marcy Sutton <marcy@gatsbyjs. com>. Co-authored-by: Aisha Blake <aisha. g. blake@gmail. com>,1,8,8,11.66261631,665,63,TRUE,29,2.448275862,10.55555556,1,1,5,3.333333333
https://api.github.com/repos/php/php-src/commits/e6b51ccc58002a4cc3dd2eee22f1c03425480278,Fixed tracing JIT support for aliasses (Zend/tests/bug75420. 13. phpt and ext/standard/tests/streams/bug60106. phpt),1,26,26,8.372727273,117,11,TRUE,4,3,10.63636364,4,3,4,4.666666667
https://api.github.com/repos/openssl/openssl/commits/ea7277fd2e27afa3a173ea30d567f45d7bb3d30d,TEST: fix the DH tests to reproduce the priv_len settings. Some DH tests are done against files generated with '-pkeyopt priv_len:224'. This parameter must of course be reproduced when creating the key with. EVP_PKEY_fromdata().  or there will be a default that's guaranteed to. differ from the key parameters on file. Reviewed-by: Paul Dale <paul. dale@oracle. com>. (Merged from https://github. com/openssl/openssl/pull/13166),1,6,6,8.181818182,429,60,TRUE,11,5.454545455,7.15,1,4,5,4.333333333
https://api.github.com/repos/CocoaPods/CocoaPods/commits/c7c1603f9314eb032fb9aa4b4cc5812b806883c5,Merge pull request #10159 from CocoaPods/merge1100final_into_master. Merge `1-10-stable` (1. 10. 0) into `master`,188,4458,23.71276596,5.344444444,114,9,FALSE,4,3.25,12.66666667,3,3,1,2.333333333
https://api.github.com/repos/twbs/bootstrap/commits/f236667483c33c69a4c052b41e71ac86bfcc8e74,Drop custom file upload plugin in favor of CSS,15,392,26.13333333,3.6,47,9,FALSE,1,9,5.222222222,5,5,1,3.666666667
https://api.github.com/repos/fastai/fastai/commits/9f5b833591f463910d39ee07fc50ce00ecb82095,Added clarification to DataBlock tutorial (#2860),1,4,4,26,50,5,FALSE,1,6,10,5,5,5,5
https://api.github.com/repos/dotnet/core/commits/9729a1f70e22b71dab3beb1135bd95c76169e7e8,add api diff for between rc1 and rc2 (#5370). * add api diff for rc2. * remove system. io. pipelines file,13,362,27.84615385,5.884444444,106,18,FALSE,5,4.2,5.888888889,4,4,1,3
https://api.github.com/repos/golang/go/commits/cf6cfba4d5358404dd890f6025e573a4b2156543,cmd/go/internal/modfetch: update expected tags for TestCodeRepoVersions. Updates #28856. Change-Id: I89c564cefd7c5777904bc00c74617dab693373bf. Reviewed-on: https://go-review. googlesource. com/c/go/+/265819. Trust: Tobias Klauser <tobias. klauser@gmail. com>. Run-TryBot: Tobias Klauser <tobias. klauser@gmail. com>. Reviewed-by: Alberto Donizetti <alb. donizetti@gmail. com>. Reviewed-by: Bryan C.  Mills <bcmills@google. com>. TryBot-Result: Go Bot <gobot@golang. org>,1,2,2,15.12571429,471,42,FALSE,20,2.15,11.21428571,1,2,5,2.666666667
https://api.github.com/repos/jquery/jquery/commits/ef4d6ca6c3a1b276fedc27b1f3a18823276f01a3,Build: Update eslint-config-jquery.  fix linting violations. Closes gh-4696. Ref jquery/eslint-config-jquery#15. Ref jquery/eslint-config-jquery#16,11,22,2,14.29333333,148,12,TRUE,5,2.4,12.33333333,3,4,3,4.333333333
https://api.github.com/repos/WordPress/WordPress/commits/7c32cbf99072aa2cd4fd7062fddee202c635ffda,Revert the improvenents to arranging of postboxes/metaboxes.  [49179].  The current patch fixes about half a dozen problems.  but seems more general improvements are needed to how Screen Options work. See #50699. Built from https://develop. svn. wordpress. org/trunk@49325. git-svn-id: http://core. svn. wordpress. org/trunk@49086 1a063a9b-81f0-0310-95a4-ce76da25c4cd,18,529,29.38888889,7.115196998,368,41,TRUE,13,3.307692308,8.975609756,2,3,1,3
https://api.github.com/repos/angular/angular/commits/9891d67e318c94398b4efdd654291b59b8ec4bf5,docs(zone. js): Update docs property to disable IntersectionObserver (#39429). Update the property in this documentation to reflect the correct syntax for disabling IntersectionObserver. PR Close #39429,1,2,2,10.73333333,203,24,FALSE,4,6.5,8.458333333,3,5,5,4.333333333
https://api.github.com/repos/rust-lang/rust/commits/54ea0f9ccdc16f3d357c296b300606e58c54868d,"Rollup merge of #78351 - RalfJung:validity-unsafe-cell.  r=oli-obk. Move ""mutable thing in const"" check from interning to validity. This moves the check for mutable things (such as `UnsafeCell` or `&mut`) in a`const` from interning to validity.  That means we can give more targeted error messages (pointing out *where* the problem lies).  and we can simplify interning a bit. Also fix the interning mode used for promoteds in statics. r? @oli-obk",10,279,27.9,8.723134328,452,67,TRUE,8,8.625,6.746268657,1,3,1,2.666666667
https://api.github.com/repos/zeromq/libzmq/commits/3033b1ef18bf4e0a44e4b68bdbad14762783fb59,Problem: coverage build is using old distro. Solution: update to default distro,1,7,7,12.4,80,12,FALSE,2,6,6.666666667,5,5,5,5
https://api.github.com/repos/rust-lang/rust/commits/497ee0e1ffd3aa320e47144a5bac2a25058173e8,param -> parameter.  pat -> pattern,1,6,6,10.8,36,4,FALSE,2,3,9,1,3,5,3
https://api.github.com/repos/CocoaPods/CocoaPods/commits/59e31a423a4ef1ce09fcda896a297ffc728b1743,Do not add dependencies to 'Link Binary With Libraries' phase.,7,50,7.142857143,10,64,10,FALSE,2,5,6.4,5,5,2,4
https://api.github.com/repos/bitcoin/bitcoin/commits/778cd0d88d8d6dd22d7f0fb740f3ca3dbb2280a1,[tests] Remove getnettotals/getpeerinfo consistency test. We make no guarantees about consistency between RPC calls.,1,32,32,13.2952381,118,14,FALSE,3,4.666666667,8.428571429,3,4,4,3.666666667
